Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-10-18 09:30:00-04:00,163.1300048828125,164.7100067138672,163.0800018310547,163.8188934326172,7072821,0.0,0.0
2024-10-18 10:30:00-04:00,163.80999755859375,163.97999572753906,163.375,163.60499572753906,1617118,0.0,0.0
2024-10-18 11:30:00-04:00,163.60499572753906,163.7886962890625,163.21499633789062,163.6199951171875,1189050,0.0,0.0
2024-10-18 12:30:00-04:00,163.6199951171875,164.08999633789062,163.41000366210938,163.5,1987237,0.0,0.0
2024-10-18 13:30:00-04:00,163.50999450683594,163.6699981689453,163.35000610351562,163.49000549316406,1057208,0.0,0.0
2024-10-18 14:30:00-04:00,163.47999572753906,163.91000366210938,163.38999938964844,163.83999633789062,1758894,0.0,0.0
2024-10-18 15:30:00-04:00,163.8300018310547,163.97000122070312,163.27000427246094,163.39999389648438,1601756,0.0,0.0
2024-10-21 09:30:00-04:00,163.08999633789062,164.49000549316406,162.94000244140625,164.19000244140625,3239585,0.0,0.0
2024-10-21 10:30:00-04:00,164.19000244140625,164.24000549316406,162.6199951171875,162.75,2139600,0.0,0.0
2024-10-21 11:30:00-04:00,162.74000549316406,163.77000427246094,162.69000244140625,163.5399932861328,976501,0.0,0.0
2024-10-21 12:30:00-04:00,163.54649353027344,164.02999877929688,163.4199981689453,163.99099731445312,1246382,0.0,0.0
2024-10-21 13:30:00-04:00,163.9949951171875,164.22999572753906,163.8699951171875,163.9149932861328,918212,0.0,0.0
2024-10-21 14:30:00-04:00,163.9499053955078,164.14999389648438,163.74000549316406,164.14999389648438,981052,0.0,0.0
2024-10-21 15:30:00-04:00,164.16000366210938,164.18739318847656,163.5800018310547,164.0500030517578,1840330,0.0,0.0
2024-10-22 09:30:00-04:00,163.22999572753906,165.77000427246094,163.22999572753906,165.42999267578125,3931533,0.0,0.0
2024-10-22 10:30:00-04:00,165.47999572753906,165.75999450683594,164.44000244140625,164.57000732421875,1845962,0.0,0.0
2024-10-22 11:30:00-04:00,164.57000732421875,164.7100067138672,164.0,164.10000610351562,1284344,0.0,0.0
2024-10-22 12:30:00-04:00,164.08999633789062,164.66000366210938,164.0,164.54750061035156,1028803,0.0,0.0
2024-10-22 13:30:00-04:00,164.5500030517578,165.19000244140625,164.52999877929688,165.03500366210938,958080,0.0,0.0
2024-10-22 14:30:00-04:00,165.0399932861328,165.05999755859375,164.5449981689453,164.74000549316406,1268934,0.0,0.0
2024-10-22 15:30:00-04:00,164.74000549316406,165.27000427246094,164.6999969482422,165.16000366210938,1706570,0.0,0.0
2024-10-23 09:30:00-04:00,164.77999877929688,165.80799865722656,163.8000030517578,164.1999969482422,3112573,0.0,0.0
2024-10-23 10:30:00-04:00,164.1999969482422,164.3000030517578,162.61500549316406,162.67999267578125,1948858,0.0,0.0
2024-10-23 11:30:00-04:00,162.69000244140625,162.98989868164062,162.1699981689453,162.86000061035156,1860827,0.0,0.0
2024-10-23 12:30:00-04:00,162.85000610351562,163.0771942138672,162.36000061035156,162.477294921875,1313342,0.0,0.0
2024-10-23 13:30:00-04:00,162.44500732421875,162.6300048828125,161.9250030517578,162.22999572753906,1638152,0.0,0.0
2024-10-23 14:30:00-04:00,162.22000122070312,162.7899932861328,162.19009399414062,162.7091064453125,1465461,0.0,0.0
2024-10-23 15:30:00-04:00,162.7100067138672,163.0,162.38999938964844,162.77000427246094,1661975,0.0,0.0
2024-10-24 09:30:00-04:00,162.97000122070312,163.17999267578125,161.00999450683594,162.0800018310547,6679481,0.0,0.0
2024-10-24 10:30:00-04:00,162.0800018310547,162.77999877929688,162.07000732421875,162.47000122070312,2743697,0.0,0.0
2024-10-24 11:30:00-04:00,162.47999572753906,163.10000610351562,162.0500030517578,163.0211944580078,1769606,0.0,0.0
2024-10-24 12:30:00-04:00,163.02000427246094,163.3300018310547,162.91000366210938,163.0399932861328,1108191,0.0,0.0
2024-10-24 13:30:00-04:00,163.03439331054688,163.18499755859375,162.83999633789062,162.9250030517578,1185861,0.0,0.0
2024-10-24 14:30:00-04:00,162.92999267578125,163.04029846191406,162.47000122070312,162.9949951171875,1290779,0.0,0.0
2024-10-24 15:30:00-04:00,162.9949951171875,163.19000244140625,162.6300048828125,162.7100067138672,2709079,0.0,0.0
